query,result_id,title,category,subcategory,tags,difficulty,content_preview,relevance
write a creative story with a fantasy setting,pk_02851,"Worldbuilding help please, fantasy question",creative-writing,worldbuilding,"fantasy-kingdoms, magic-abilities, worldbuilding-help, collaborative",intermediate,"Good day to you! I am working on a fantasy setting where there are different kingdoms that each have their own special ability. One can control weather, another can talk to plants, and I need ideas for about three more. My grandson who is 12 helped me come up with these and now he wants me to keep g...",
write a creative story with a fantasy setting,pk_07077,fantasy world building stuff where do i even start,creative-writing,worldbuilding,"fantasy, worldbuilding, magic-system, setting-creation, novel-planning",intermediate,so im starting this fantasy novel thing and its got magic and different kingdoms and stuff and everyone says you need to build out your world first but like how much do i actually need?? i keep getting lost in like making up languages and histories and stuff but then i dont actually write any of the...,
write a creative story with a fantasy setting,pk_06152,story start need help,creative-writing,story-start,"story-start, fantasy, animal, beginning",beginner,help me start a story about a girl and a fox that can talk pls im stuck,
write a creative story with a fantasy setting,pk_04492,dragon story,creative-writing,fiction,"dragons, fantasy, story",beginner,story about dragons,
write a creative story with a fantasy setting,pk_04091,worldbuilding,creative-writing,worldbuilding,"fantasy, setting, creation",intermediate,worldbuilding stuff,
write a creative story with a fantasy setting,pk_03740,Worldbuilding Blueprint,creative-writing,worldbuilding,"worldbuilding, fantasy, setting-creation, world-design",advanced,"As a worldbuilding assistant, create a detailed fictional setting based on these parameters: Culture: {{culture_name}}, Technology Level: {{tech_level}}, Geography: {{geography_type}}, Magic System: {{magic_type}} (if applicable). Provide details on government structure, social hierarchy, economic s...",
write a creative story with a fantasy setting,pk_03289,Design fantasy worldbuilding details,creative-writing,worldbuilding,"worldbuilding, fantasy, culture, setting, environment",advanced,"Act as a fantasy worldbuilder. Create a comprehensive cultural system for a civilization that lives in floating islands above a permanent cloud layer. Include their economic system, social hierarchy, religious beliefs about the sky, and how they obtain resources (food, water, materials). Add 3-4 uni...",
write a creative story with a fantasy setting,pk_19313,building a world for my fantasy novel and its getting complicated,creative-writing,worldbuilding,"fantasy, worldbuilding, magic-system, setting, novel",intermediate,okay so im creating this world thats kind of like medieval times but with magic and i have a bunch of stuff figured out like theres 5 kingdoms and each one has a different type of magic except one kingdom that cant do magic at all and theyre the villains because of it which is maybe a cliche but wha...,
write a creative story with a fantasy setting,pk_14642,Not sure if you do this but world building maybe?,creative-writing,worldbuilding,"fantasy-world, small-scale, magic-system, village-setting",intermediate,"Dear ChatGPT, I am sorry to bother you with something that might be silly. My grandkids got me into these fantasy shows and I thought maybe I could write my own little world. I want to create a small village by a river where everyone can do small magic things like light candles with their minds or m...",
write a creative story with a fantasy setting,pk_04608,story bout dragons,creative-writing,fiction,"fantasy, dragon, short-story",beginner,write me a short fantasy story bout a dragon who doesnt wanna be a dragon no more,
write a creative story with a fantasy setting,pk_11771,writ me a story about a guy who finds a magic doorknob,creative-writing,fiction,"short-story, fantasy, portal-fantasy, adventure",beginner,writ me a story about a guy who finds a magicl doorknob that takes him to diffrent worlds. make it around 1000 words and end on a cliffhanger lol,
write a creative story with a fantasy setting,pk_07277,worldbuling help,creative-writing,worldbuilding,"worldbuilding, fantasy, fiction, setting",intermediate,im building a world for my story and want it to feel real but idk where to start. do i need to make up a whole history and stuff or can i just focus on the parts that matter?,
write a creative story with a fantasy setting,pk_16022,"Greetings, need assistance with storyline",creative-writing,narrative-branching,"storyline, mystery, endings, accusations",advanced,Good afternoon to you! I hope this message reaches you in good health and happiness. My name is Robert and I am 71 years old. I have always loved fantasy stories ever since I read Lord of the Rings as a young man. My daughter suggested I try writing a story for a video game her company is developing...,
write a creative story with a fantasy setting,pk_09151,question,creative-writing,worldbuilding,"worldbuilding, fantasy, setting",beginner,world building tips,
write a creative story with a fantasy setting,pk_15873,worldbuilding stuff,creative-writing,worldbuilding,"worldbuilding, fantasy, setting",intermediate,worldbuilding help,
write a creative story with a fantasy setting,pk_18112,worldbuild help,creative-writing,worldbuilding,"worldbuilding, fantasy, setting",beginner,worldbuilding help,
write a creative story with a fantasy setting,pk_04937,writ me a story bout a dragon who cant fly,creative-writing,story-idea,"dragon, story, fantasy, beginner",beginner,can u writ a short story about a dragon who cant fly bc his wings are too small lol idk how to start it,
write a creative story with a fantasy setting,pk_15089,worldbuilding???,creative-writing,worldbuilding,"worldbuilding, fantasy, setting",intermediate,help with worldbuilding,
write a creative story with a fantasy setting,pk_18814,describing a setting,creative-writing,setting-description,"setting, description, atmosphere, fantasy",intermediate,how do i describ a setting without it being boring i need to describ a dark castle for my storrey,
improve my resume for a software engineering job,pk_17573,Screen Resume for Tech Roles,recruiting,screening,"resume-screening, software-engineer, hiring, evaluation",intermediate,"Evaluate this resume for a senior software engineer position. Provide a structured assessment covering: relevant technical skills match (rate 1-10), years of experience adequacy, education requirements fit, notable achievements or red flags, overall recommendation (strong yes, yes, maybe, no). Forma...",
improve my resume for a software engineering job,pk_13860,fix my resume,hr,resume,"resume, writing",beginner,make my resume better,
improve my resume for a software engineering job,pk_15879,Act as HR Recruiter for Tech Positions,recruiting,resume-screening,"resume, screening, tech, recruiter, evaluation",advanced,"Act as an experienced HR recruiter specializing in technology roles. Screen the following resume for a senior software engineer position. Evaluate: technical skills match, years of experience, cultural fit indicators, and red flags. Provide a structured assessment with hiring recommendation.",
improve my resume for a software engineering job,pk_17921,trying to make my resume look good but every template i try looks weird,design-visual-arts,resume-design,"resume, job-search, typography, professional-branding",beginner,okay so im job hunting and everyone says your resume needs to look professional and stand out but every time i try to make one in word or even those resume builder websites it just looks either boring corporate or tryhard creative. also i dont even know what format is best. should it be one page or ...,
improve my resume for a software engineering job,pk_19113,Hello! Not sure if you can help but worth asking - resume feedback?,recruiting,resume-help,"resume, job search, hr coordinator, feedback",beginner,"Hello! I hope this is okay to ask you. I am looking for a new job and I wanted to get some feedback on my resume. I am applying for HR coordinator positions. I have attached my resume below or wait Im not sure if I can attach things here. Let me just paste it: [Experience in HR for 3 years, good wit...",
improve my resume for a software engineering job,pk_09612,software developer job description too long maybe,hr-recruiting,job-descriptions,"software-dev, job-posting, tech-skills, communication",beginner,i wrote a job description for a software developer position and its like 2000 words long which feels excessive?? my friend said i should cut it down but i dont know what to cut. basically we need someone who knows python and aws and can work with our existing codebase and also do code reviews and wo...,
improve my resume for a software engineering job,pk_00120,resume,recruiting,resume-writing,"resume, job-search, career",beginner,help with my resume,
improve my resume for a software engineering job,pk_01649,resume help,hr,resume-writing,"resume, improvement, basics",beginner,make my resume better,
improve my resume for a software engineering job,pk_19430,resume help,hr,resume,"resume, career",beginner,help with my resume,
improve my resume for a software engineering job,pk_12832,Screen Tech Resumes Efficiently,recruiting,screening,"resume, screening, technical, checklist, hiring-process",intermediate,"You're an experienced technical recruiter. Review these 10 resume red flags and create a screening checklist that helps quickly identify unqualified candidates for a backend developer position. For each red flag, explain why it's problematic and what to listen for in follow-up questions. Also provid...",
improve my resume for a software engineering job,pk_18479,job posting for software engineer but make it not boring,recruiting,job-descriptions,"tech-hiring, job-posting, software-engineer, startup",beginner,i need to write a job posting for a senior software engineer position and my coworker said our current one is 'generic and soulless' which ouch but also fair because i literally copied it from another company's posting and just changed some words lol so now i need to make it better and more interest...,
improve my resume for a software engineering job,pk_01428,Resume Screening Guide,recruitment,screening,"resume-screening, rubric, technical-hiring, recruiter-guide, evaluation",intermediate,Create a resume screening rubric for technical recruiters hiring software engineers. What specific elements should be evaluated? How do you score them? Include red flags that indicate a candidate should be passed over and green flags that warrant advancing to the interview stage. Consider: education...,
improve my resume for a software engineering job,pk_14473,Write Job Description for Tech Roles,recruiting,job-descriptions,"hiring, job-posting, tech-roles, inclusive-language, talent-attraction",intermediate,"Create a compelling job description for a senior software engineer position that attracts top talent while clearly outlining responsibilities, requirements, and growth opportunities. Include sections for role overview, key responsibilities (5-7 bullet points), required qualifications, preferred skil...",
improve my resume for a software engineering job,pk_04553,Conduct a Mock Interview,recruitment,interview,"interviewing, coaching, practice, software-engineering, preparation",intermediate,"Act as an experienced HR director conducting a mock interview for a senior software engineer position. Start with introductions, then ask about their technical experience, problem-solving approach, and team collaboration. Provide feedback after each response with specific improvement suggestions.",
improve my resume for a software engineering job,pk_05865,Develop engineering career path framework,performance,career-development,"career-path, engineering, growth, levels, framework",advanced,"Develop a career path framework for individual contributors in a software engineering department. Include levels (from junior to principal), required skills at each level, and clear progression criteria for advancement.",
improve my resume for a software engineering job,pk_01950,Develop ideal candidate persona,strategy,recruiting,"candidate-persona, recruiting-strategy, targeting, employer-branding",intermediate,"Create 3 detailed candidate personas for recruiting software engineers. Each persona should include professional background, motivations, preferred communication style, career aspirations, and where they spend time online. Explain how to use these personas to target recruitment marketing and improve...",
improve my resume for a software engineering job,pk_18609,Write Job Posting for Tech Role,recruitment,job-descriptions,"tech-hiring, startup, writing, attraction, fintech",intermediate,"Write a compelling job posting for a Senior Software Engineer role at a fast-growing fintech startup. Emphasize cutting-edge technology stack (Python, Kubernetes, AWS), remote-first culture, competitive salary range $150-180k, equity package, and unlimited PTO. Use engaging language that attracts pa...",
improve my resume for a software engineering job,pk_16890,tech recruiter needs job ad help,recruiting,job-descriptions,"tech-recruiting, job-ad, software-engineers, inclusive-language",intermediate,i work as a tech recruiter and i need to write job ads for software engineers but every time i post something i either get zero responses or only junior developers when i need seniors and im like what am i doing wrong honestly i think maybe my job descriptions are too long or too boring or i list to...,
improve my resume for a software engineering job,pk_18397,Design an interview evaluation scorecard,design,hiring-tools,"interview-scorecard, candidate-evaluation, structured-interview, hiring-tools, recruitment",intermediate,"Design a structured interview scorecard for evaluating candidates for software engineering positions. The scorecard must include: evaluation criteria covering technical skills, problem-solving ability, communication, cultural fit, and growth potential. For each criterion, define: what constitutes a ...",
improve my resume for a software engineering job,pk_04223,Write technical recruiter job posting,recruiting,job-descriptions,"recruiter, job-posting, tech-hiring, sourcing, talent-acquisition",beginner,"Draft a job posting for a Technical Recruiter position. Focus on attracting candidates with sourcing expertise, ATS experience, and ability to hire software engineers. Use industry-appropriate terminology and highlight growth opportunities.",
improve my resume for a software engineering job,pk_12522,TRANSLATE MY RESUME TO GERMAN,translation,professional-documents,"german, resume, job-search",beginner,CONVERT MY RESUME TO GERMAN I APPLIED TO A JOB IN BERLIN AND THEY NEED IT BY FRIDAY!!!,
improve my resume for a software engineering job,pk_18144,font advice,design,typography,"fonts, resume, professional",beginner,best fonts for resume,
improve my resume for a software engineering job,pk_03303,Interview questions for tech roles,interviewing,question-banks,"interviewing, software-engineering, behavioral, technical-hiring",intermediate,"Generate 15 behavioral interview questions suitable for evaluating software engineering candidates. Include questions about past projects, technical problem-solving, teamwork in code reviews, handling production incidents, and career growth. Format with numbers.",
improve my resume for a software engineering job,pk_13752,improve this,design,general,"improve, design, help",beginner,improve this,
improve my resume for a software engineering job,pk_09887,Design Technical Interview Scorecard,recruiting,candidate-evaluation,"interview-scoring, technical-hiring, evaluation-form, structured-interview, scoring-rubric",advanced,"Design an interview scorecard template for evaluating candidates for a software engineering position. The scorecard should have columns for: Question Asked, Evaluation Criteria, Rating Scale (1-4 with definitions), Candidate Response Notes, and Pass/Fail Threshold. Include at least 8 technical quest...",
improve my resume for a software engineering job,pk_08388,blind resume review,hr-recruiting,diversity-initiatives,"unconscious-bias, hiring-process, resume-screening, dei-initiatives",advanced,i read an article about blind resume reviews where you take out names and schools and stuff to reduce bias in hiring and i want to propose this at my company. but i dont know how to actually implement it like do we just use a tool or do people manually edit everything before sending to hiring manage...,
improve my resume for a software engineering job,pk_03085,Test-Driven Development Fundamentals,software-engineering,testing,"tdd, testing, software-development, best-practices, agile",beginner,"What is Test-Driven Development and why does it improve code quality? Explain the Red-Green-Refactor cycle step by step. Include a practical example showing how TDD leads to better-designed, more maintainable code. Address common misconceptions and challenges teams face when adopting TDD.",
improve my resume for a software engineering job,pk_12443,Analyze salary benchmarking data,compensation,benchmarking,"salary, market-data, compensation, competitive-analysis, pay-equity",advanced,"Given the following job roles and market data, provide a salary benchmarking analysis: 1) Software Engineer (5 years experience, San Francisco), 2) Marketing Manager (3 years experience, Chicago), 3) HR Coordinator (entry-level, remote). For each role, compare market rates from tech industry, genera...",
improve my resume for a software engineering job,pk_03023,writing a job description for a python developer or software engineer idk what to call it,human-resources,job-descriptions,"job description, python, software engineer, tech hiring",intermediate,hey i need help writing a job description for a role on our tech team we think we need like a senior python developer or maybe just a software engineer i dont know what the right title is and people keep arguing about it also our CTO wants it to say python and django and aws but also said maybe we s...,
improve my resume for a software engineering job,pk_10093,revsume feedbcak,career,resume-review,"resume, job-search, career",beginner,revised my resume can u look it over and tell me if its gud? applying 4 hr manager roles rn,
improve my resume for a software engineering job,pk_08493,resume screen help,recruiting,resume-screening,"applicant-tracking, resume-review, screening, hiring-process",beginner,im a new recruiter and i have like 200 resumes to go through for one job opening and i dont know what im doing honestly. like how do i even narrow it down?? do i look for keywords?? specific experience?? the job description says they need 5 years of experience but honestly i think my boss made that ...,
translate text from English to Italian,pk_01357,Need help with translating my letter,translation,letter-translation,"italian, pen-pal, letter-writing, personal",beginner,Dear Sir or Madam I mean ChatGPT Sorry about that My name is William and I am 78 years old I recently received a letter from my pen pal in Italy named Giovanni and I would like to write back to him but my Italian is not very good I was wondering if you might be so kind as to help me translate my Eng...,
translate text from English to Italian,pk_02256,proofreading my translation,translation,personal-translation,"italian, proofreading, letter, personal",beginner,hey i translated this letter from english to italian for my grandma because she lives in italy and doesnt speak english its basically just telling her about my new job and my boyfriend and how the weather has been crazy lately can you proofread it and make sure it sounds natural because i learned it...,
translate text from English to Italian,pk_13283,Need some help please with a translation,translation,holiday-wishes,"italian, holiday-greetings, pen-pal, seasons-greetings",beginner,"Hello, my name is Charles and I am 71 years old. I recently made friends with someone from Italy through a pen pal program and I want to write to them in Italian to wish them happy holidays. Could you please tell me how to say Happy Holidays in Italian? I want to write something like Buone Feste but...",
translate text from English to Italian,pk_11056,italian version,translation,it-en,"italian, basic",beginner,italian please,
translate text from English to Italian,pk_02573,help me,translation,general,"italian, translation",beginner,say it in italian,
translate text from English to Italian,pk_07019,TRANSLATE 20 PRODUCT TITLES TO ITALIAN,translation,product-catalogue,"italian, ecommerce, bulk-translation",intermediate,I HAVE 20 PRODUCT TITLES IN ENGLISH AND I NEED THEM IN ITALIAN FOR MY WEBSITE DONT USE MACHINE TRANSLATION!!!,
translate text from English to Italian,pk_08307,quick question,translation,phrase-translation,"italian, phrase, help",beginner,how do i say this in italian,
translate text from English to Italian,pk_06564,is this translation okay or did i mess up,translation-localization,website-translation,"bakery, italian, food-terminology, small-business",intermediate,hey so i translated this website for my uncles small bakery from english to italian because he got a catering contract with some italian restaurant owners and now im having second thoughts because i dont have any professional translation training i just took italian in college and studied abroad for...,
translate text from English to Italian,pk_13060,question,translation,phrase-conversion,"italian, phrasing, help",beginner,how do i say this in italian,
translate text from English to Italian,pk_17596,italian resaurant menu help,translation,menu-translation,"menu, restaurant, italian, food",intermediate,"im openeing an italian resaurant and need the menu translated, some dished like 'cacio e pepe' do i just use the italian name or change it??",
translate text from English to Italian,pk_04194,translating idioms and stuff is hard,translation,literary-translation,"idiom-translation, wordplay, literary, creative-challenges",intermediate,hi so im translating this book from english to italian and theres this part where a character says 'its raining cats and dogs' and i have literally no idea how to handle this. do i just translate it literally and confuse all the italian readers?? or do i find an equivalent italian idiom even though ...,
translate text from English to Italian,pk_18476,weird translation question about food words,translation,culinary-translation,"italian, english, food, measurements",intermediate,hi um so im translating this cookbook from italian to english and theres this word that keeps showing up and i cant figure out the right english equivalent its 'mantovana' or maybe its 'manico' no wait its definitely mantovana and it shows up in recipes for like a type of cake i think but also in co...,
translate text from English to Italian,pk_05669,Proofread translated medical content,translation-qa,proofreading,"medical, italian, proofreading, accuracy",advanced,"Proofread this Italian translation of English medical device instructions. Identify any errors in terminology, grammar, or clarity, and provide corrected versions: Original: 'Apply the electrode pads to clean, dry skin. Avoid placement over broken skin or bony prominences. Connect the lead wires to ...",
translate text from English to Italian,pk_13380,translating medical device software terminology to italian,translation,medical-translation,"italian, medical, software, terminology",intermediate,hi i work in medical devices and i need help translating some software strings to italian. specifically im stuck on patient data management and i keep going back and forth between gestione dei dati del paziente and gestione dati paziente. the first one sounds more complete but also kind of clunky an...,
translate text from English to Italian,pk_02775,need this phrase translated to like 5 languages help,translation-localization,cultural-adaptation,"personal-cards, casual-translation, multiple-languages, friendship",beginner,hi! so my bday is coming up and i wanna make personalized bday cards for my friends from different countries and i want them to sound natural not like robot google translate stuff i have friends from japan italy france germany and brazil so thats japanese italian french german and portuguese i think...,
translate text from English to Italian,pk_11467,Translate marketing materials,translation,marketing,"marketing, italian, sustainable, outdoor, brochure",intermediate,Translate this brochure copy about sustainable outdoor clothing into Italian. Preserve the enthusiasm and call-to-action while adapting cultural references about outdoor activities. Flag any phrases that required creative adaptation rather than literal translation.,
translate text from English to Italian,pk_02403,italian greeting,translation,language-learning,"italian, greetings",beginner,italian greeting,
translate text from English to Italian,pk_08598,translate,translation,general,translation,beginner,translate,
translate text from English to Italian,pk_14018,tranlate this spanihs text to english plz,translation,document-translation,"spanish, english, basic-translation",beginner,hey i have this text in spanish can u translate it to english for me its on my phone screenshot so idk how to copy it,
translate text from English to Italian,pk_03188,something translate,translation,general,translation,beginner,translate something,
translate text from English to Italian,pk_09538,translate this,translation,general,"translation, basic",beginner,translate this,
translate text from English to Italian,pk_18290,Translate UI button labels,translation,ui-localization,"ui, portuguese, buttons, user-interface, brazilian",beginner,"Translate the following user interface strings from English to Brazilian Portuguese. Preserve the informal and friendly tone: ""Sign up free"", ""Forgot password?"", ""Welcome back!"", ""Get started"", ""Learn more"". Provide only the translations without explanations.",
translate text from English to Italian,pk_16635,Translate with contextual awareness,translation,ui-localization,"app-localization, ui-translation, german, french, japanese, character-limits",intermediate,"Translate the following app interface strings from English to German, French, and Japanese. Preserve the UI constraints (character limits in parentheses) and maintain a friendly but professional tone suitable for a project management SaaS platform. Strings to translate: 1. 'Share Project' (25 chars)...",
translate text from English to Italian,pk_11822,Translate Software Interface Strings,translation,software-localization,"software-ui, brazilian-portuguese, interface, placeholders, localization",beginner,"Translate the following software interface strings from English to Brazilian Portuguese. Maintain the character limit constraints, preserve the placeholder variables {{count}} and {{date}}, and ensure the tone is friendly yet professional: 1. 'Are you sure you want to delete this item?' 2. '{{count}...",
translate text from English to Italian,pk_03571,translate french {{text}},translation,language-conversion,"french, placeholder, translation",beginner,translate {{text}} to french,
translate text from English to Italian,pk_15032,italian food terms,translation,culinary-translation,"italian, food, cultural",intermediate,wats the italian word for 'umami'?? im translating a menu and idk bc its not an italian concept,
translate text from English to Italian,pk_04242,cant read this,translation,general,"translation, request",beginner,translate this text,
translate text from English to Italian,pk_04541,restaurant italian,multilingual,vocabulary,"italian, food, vocabulary",beginner,italian words for restaurant,
optimize indexing strategy for a database,pk_02421,Database Index Strategy Generator,database-design,performance,"database, indexing, performance, optimization, sql",advanced,"Analyze this query pattern and suggest optimal indexes: SELECT * FROM orders WHERE customer_id = ? AND status = ? ORDER BY created_at DESC LIMIT 100; followed by: INSERT INTO orders (customer_id, total, status, items) VALUES (?, ?, ?, ?); Consider write vs read optimization, partial indexes, and cov...",
optimize indexing strategy for a database,pk_01470,Database indexing strategy,database,indexing,"postgresql, indexing, performance, optimization, database-design",intermediate,"Explain when and how to create database indexes to optimize query performance. Cover single-column vs composite indexes, when indexes hurt performance, index maintenance costs, partial indexes, covering indexes, and how to use query execution plans to identify missing indexes. Use concrete examples ...",
optimize indexing strategy for a database,pk_17007,database indexing is confusing and my queries are slow,coding,database-design,"postgresql, indexing, performance, database, sql",beginner,hey so i have this postgres database with a few million rows and some of my queries are really slow like 10-20 seconds which seems crazy. someone told me i need to add indexes but i dont really understand what indexes are or how they work. i know that without an index postgres has to scan through ev...,
optimize indexing strategy for a database,pk_08627,Explain database indexing strategies,database-design,indexing,"postgresql, indexing, performance, sql, database",intermediate,"Explain database indexing strategies for a developer who understands basic SQL but wants to understand performance optimization deeply. Cover: 1) How B-tree indexes work internally, 2) When to use composite indexes vs multiple single-column indexes, 3) Partial/filtered indexes and their use cases, 4...",
optimize indexing strategy for a database,pk_06165,Optimize Database Query Performance,data-analysis,sql-optimization,"sql, performance-tuning, indexes, query-optimization, database",advanced,"Optimize this slow SQL query: SELECT * FROM orders o JOIN customers c ON o.customer_id = c.id JOIN products p ON o.product_id = p.id WHERE o.order_date >= '2023-01-01' AND c.country = 'USA' AND p.category IN ('Electronics', 'Appliances') ORDER BY o.order_date DESC. Tables have millions of rows. The ...",
optimize indexing strategy for a database,pk_04903,Database indexing strategy,database-design,query-optimization,"postgresql, indexing, query-optimization, performance, database",advanced,Analyze this slow query and recommend an indexing strategy: SELECT * FROM orders WHERE customer_id = ? AND status = 'pending' ORDER BY created_at DESC LIMIT 50;. Include composite index design and covering indexes.,
optimize indexing strategy for a database,pk_14283,Question about database indexing if you don't mind,software-engineering,databases,"database, indexing, performance, sql",advanced,Hello! I hope you're doing splendidly today! I am writing because my daughter who works in IT mentioned that her database is 'slow' and her coworker suggested 'adding an index'. This confused me because I thought indexes were only in books at the library where I used to volunteer. What does it mean ...,
optimize indexing strategy for a database,pk_19071,question about database stuff,coding,database-design,"mysql, database, performance, indexing",intermediate,hi i have a question about databases for our app we have about 100k users and the app is getting slow especially when we try to load the dashboard that shows all their activity and someone said we need to add indexes but i dont really know what indexes are or how to add them also we are using mysql ...,
optimize indexing strategy for a database,pk_12748,Optimize Slow Database Query Performance,database-design,performance-optimization,"postgresql, query-optimization, performance, indexing, explain-analyze",advanced,"Our PostgreSQL database has a query that takes 45 seconds to execute on a table with 10 million rows. The query joins three tables and filters by date range. Explain the step-by-step process to diagnose and optimize this query, including how to use EXPLAIN ANALYZE, interpreting the query plan, under...",
optimize indexing strategy for a database,pk_17577,Optimize Slow Database Queries,database,performance,"postgresql, query-optimization, indexing, performance, sql",advanced,"My PostgreSQL database has three queries taking over 5 seconds each. Query 1: A JOIN across 3 tables with 1M+ rows returning paginated results. Query 2: An aggregation with GROUP BY and HAVING clauses. Query 3: A full-text search using LIKE '%keyword%'. For each query, provide: EXPLAIN ANALYZE inter...",
optimize indexing strategy for a database,pk_00948,Optimize Database Query Performance,database-design,performance,"postgresql, query-optimization, indexing, performance, sql",advanced,"Analyze and optimize these slow database queries for a PostgreSQL database with 10M+ rows. For each query, identify bottlenecks, suggest indexing strategies, rewrite the query for better performance, and explain the execution plan changes. Include queries involving: JOIN operations across multiple t...",
optimize indexing strategy for a database,pk_12929,Optimize SQL Query Performance,sql,query-optimization,"performance-tuning, indexing, sql-optimization, database, query-efficiency",expert,"I have a slow SQL query that joins 5 tables and processes 10 million rows. The current execution takes 45 minutes. Analyze and optimize the query by: (1) identifying potential bottlenecks from the query structure, (2) recommending appropriate indexing strategy (single column, composite, covering ind...",
optimize indexing strategy for a database,pk_16356,SQL Query Optimization,sql,optimization,"sql, performance, optimization, database, big-data",expert,"What strategies would you use to optimize a SQL query that processes 50 million daily transaction records and generates real-time analytics dashboards? Cover: indexing strategies for frequently queried columns, query rewriting techniques, materialized views vs. summary tables tradeoffs, partitioning...",
optimize indexing strategy for a database,pk_04518,Optimize Database Query Performance,database-design,performance,"postgresql, sql-optimization, query-performance, indexing",advanced,"Analyze and optimize the following SQL query that's taking 45 seconds to execute on a PostgreSQL database with 5 million records. Identify performance bottlenecks, suggest indexing strategies, and rewrite the query for better execution time. Include EXPLAIN ANALYZE output interpretation. Query: {{qu...",
optimize indexing strategy for a database,pk_08886,Optimize Database Query Performance,data-analysis,sql-queries,"query-optimization, sql-performance, indexing, database-tuning",advanced,"Review this SQL query that takes 45 seconds to execute on a 10M row table and suggest optimization strategies: SELECT o.order_id, o.order_date, c.customer_name, SUM(oi.quantity * oi.unit_price) as total FROM orders o JOIN customers c ON o.customer_id = c.id JOIN order_items oi ON o.order_id = oi.ord...",
optimize indexing strategy for a database,pk_12639,Database schema design optimization,coding,database-design,"database-schema, normalization, indexing, sql",intermediate,"Design an optimized database schema for an inventory management system supporting {{company_size}} products. Include tables for products, suppliers, warehouses, stock levels, and transactions. Specify appropriate indexes, relationships, and partitioning strategies for handling high-volume queries an...",
optimize indexing strategy for a database,pk_08761,Optimize slow database query,debugging,performance-tuning,"postgresql, performance, query-optimization, database, indexing",advanced,"I have a slow database query that takes 15+ seconds on a PostgreSQL database with 10 million rows. The query joins 4 tables (orders, customers, products, order_items) and filters by date range and customer segment. The EXPLAIN ANALYZE output shows a sequential scan on the orders table. Diagnose the ...",
optimize indexing strategy for a database,pk_05167,Optimize slow PostgreSQL query,database,performance,"postgresql, query-optimization, indexing, database, performance",advanced,"Our PostgreSQL database has a query taking 45 seconds on a table with 50 million rows. The query joins orders, customers, and products tables with multiple WHERE conditions and an aggregation. Provide a systematic query optimization approach including: analyzing EXPLAIN ANALYZE output, index strateg...",
optimize indexing strategy for a database,pk_10546,Optimize Slow Database Query,database-design,performance,"postgresql, query-optimization, performance, indexing, sql",advanced,"Optimize this slow PostgreSQL query that takes over 30 seconds. The query joins 4 tables and returns analytics data. Include: EXPLAIN ANALYZE interpretation, index recommendations, query rewrite suggestions, partition strategy if applicable, materialized view considerations, and estimated performanc...",
optimize indexing strategy for a database,pk_09503,Optimize Database Query Performance,database,performance,"postgresql, query-optimization, indexing, performance, database",advanced,"I have a slow PostgreSQL query that's taking 15 seconds to execute. The query joins 4 tables (orders, customers, products, order_items) and filters by date range and customer segment. The tables have 2M, 500K, 100K, and 5M rows respectively. Analyze and optimize this query. Provide: query analysis a...",
optimize indexing strategy for a database,pk_00632,Optimize slow database queries,database-design,performance-optimization,"postgresql, sql-optimization, indexes, query-performance, database",advanced,"Analyze this slow query that's taking 45 seconds to execute on a PostgreSQL database with 10 million rows in the orders table. The query joins orders, customers, and products tables with multiple WHERE conditions and aggregations. Explain your optimization approach: how to use EXPLAIN ANALYZE, under...",
optimize indexing strategy for a database,pk_08349,Optimize SQL Query Performance,sql-queries,performance,"sql-optimization, performance-tuning, postgresql, indexing, query-efficiency",expert,"Optimize this slow SQL query that joins 5 tables and takes 45 minutes to run on a PostgreSQL database with 50 million rows. The query calculates monthly revenue by customer segment and product category. Include EXPLAIN ANALYZE output interpretation, indexing strategies (B-tree, partial, composite), ...",
optimize indexing strategy for a database,pk_00192,Optimize SQL query performance,sql-queries,performance-optimization,"sql-optimization, query-performance, indexing, postgresql, database-tuning",advanced,"I have a slow SQL query joining 5 large tables that takes 45 minutes to run. Diagnose and optimize it. The query: joins orders, customers, products, inventory, and returns tables; filters by date range and customer segment; aggregates sales by product category; and includes a subquery for year-over-...",
optimize indexing strategy for a database,pk_14539,Optimize Slow SQL Query,sql,performance-tuning,"postgresql, query-optimization, indexing, performance",expert,"I have a SQL query that takes 45 seconds to execute on a PostgreSQL database with 10 million rows. The query joins 4 tables, filters by date range, and uses multiple aggregations. Analyze the query execution plan and suggest specific indexing strategies, query rewrites, or schema changes that could ...",
optimize indexing strategy for a database,pk_17201,Optimize slow database queries,database-design,query-optimization,"postgresql, query-optimization, indexing, performance, sql",advanced,"Analyze these three PostgreSQL queries and identify performance bottlenecks. For each query, provide: the execution plan interpretation, index recommendations, query rewrite suggestions, and an estimate of performance improvement. Include examples of partial indexes and composite indexes if applicab...",
optimize indexing strategy for a database,pk_05024,SQL query optimization techniques,database,optimization,"sql, optimization, performance, queries, indexes",intermediate,"Analyze and optimize this slow SQL query that joins multiple tables and performs aggregations. Return the improved query with explanations of each change, including index recommendations, query plan analysis, and alternative approaches using window functions or CTEs where applicable.",
optimize indexing strategy for a database,pk_11762,Database Schema Design Review,data-engineering,schema-design,"database-schema, normalization, e-commerce, performance",intermediate,"Review this database schema for an e-commerce analytics system. Evaluate the normalization, primary/foreign key relationships, indexing strategy, and provide suggestions for optimizing analytical query performance.",
